Organization ID,Organization Name,Completed Reg Req,Reg Form,Signatory,T&C,Organization Type,Callink URL,Callink Designation,Primary Campus Advisor
324155,Civil Ventures at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/civilventures,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46687,"Classical Forum, The",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/classicalforum,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
368596,Clay Club,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/clayclub,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
342063,Clean Energy Leaders in Law,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cleanenergyleaders,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
145186,Clean Money at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cmab,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
219561,"CLEAR Project, The",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/clearproject,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
85697,Climate Change and Health IdeaLab,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/chil,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
351160,Climate Fresk at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ClimateFreskatBerkeley,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91900,Climbing Team of Berkeley ,Yes,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/climbingteam,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
159037,ClinicConnects,No,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ClinicConnects,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46167,Clio's Scroll,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cliosscroll,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
319975,Cloud at California,No,Not Started,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cloud,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
378042,Club of Business at Berkeley,No,Approved,2,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/ClubofBusinessatBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
302880,Club Ontology,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/clubontology,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91256,CMG Strategy Consulting (Formerly Creative Marketing Group),No,Inprogress,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cmgstrategyconsulting,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46384,CNMAT Users Group,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gacnmatusersgroup,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91989,CoachArt at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/coachart,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91990,Coaching Corps at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/coachingcorps,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91577,CoAct,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CoAct,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91748,Coalition for Diversity,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/coalitionfordiversity,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
135409,Coalition for Diversity at Berkeley Law,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cfd,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91255,Coalition for Self-Determination,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CoalitionforSelfDetermination,LEAD Center Category: Political & Advocacy RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
218580,"Coalition for the Institutionalization of Free Menstrual Products, The",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cifmp,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
334115,Coalition of Minorities in Tech Law,No,Inprogress,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/coalitionofminoritiesintechlaw,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
45879,Coalition to Defend Affirmative Action By Any Means Necessary,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/BAMN,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91510,Coast and Bay Keepers of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/coastandbaykeepers,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
46256,Cocoa & Company,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cocoacompany,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
343558,Code for Good,Yes,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CodeforGood,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91340,Code for the City of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/codefor_thecity_ofberkeley,LEAD Center Category: Engineering/Computer Science RSO,Melissa Landeros at melissalanderos@berkeley.edu
84627,Code the Change ,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CodeTheChange,LEAD Center Category: Engineering/Computer Science RSO,Melissa Landeros at melissalanderos@berkeley.edu
157521,Codebase,Yes,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/codebase,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
137706,CodeBears - Need to change their name (remove Bear),No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/codebears,LEAD Center Category: Engineering/Computer Science RSO,Melissa Landeros at melissalanderos@berkeley.edu
91287,Codeology,Yes,Approved,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/codeology,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
351418,Codet at Berkeley,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/codetatberkeley,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
368338,Codify,No,Inprogress,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/codify,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91732,Coffee Break en Espanol,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/coffeebreak,LEAD Center Category: Graduate Student RSO,Jon Rey at jonrey@berkeley.edu
350847,Coffee Club at Berkeley (CCB) ,No,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/coffeeclubatberkeley,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91247,Cognitive Science Organization for Graduate Students,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cogs,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46287,Cognitive Science Students Association ,Yes,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cssa,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46665,Cognizance,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Cognizance,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
378430,Collaborative Dorms Society,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CollaborativeDormsSociety,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46188,College Admissions Mentorship Program (Formerly People's Test Preparation Service),No,Approved,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CAMP,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
301961,College Diabetes Network at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/collegediabetesnetwork,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91804,College Entrepreneur Organization at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ceob,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91792,College Leap at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CollegeLeapatBerkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91454,College Micro Ventures,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/collegemicroventures,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
289456,College of Chemistry Article Club,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/articleclub,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46667,College of Environmental Design Graduate Student Council,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gacollegeofenvironmentaldesigngraduatestudentcounc,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46316,College of Environmental Design Interdepartmental Group,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gacollegeofenvironmentaldesigninterdepartmentalgroup,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
221995,College of Sainte Katherine- the SCA branch at Berkeley ,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/scaatberkeley,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91248,College Science Bowl,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/collegesciencebowl,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46429,College Ski and Snowboard Club,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cssc,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91249,College Success Network at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/collegesuccessnetwork,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
187202,CollegePrep.org,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/collegeprep,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46244,Collegiate 100 (formerly 100 College Black Men) ,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Collegiate100UCB,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
325663,Collegiate Association for the Research of Principles,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/collegiateassociationresearchprinciples,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
221498,Collegiate Sales Society [Formerly Vendition Sales Society],No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CollegiateSalesSociety,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91345,Colloquium in the Studies of Music - missing constitution,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/colloquium,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91478,Colombians at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/colombians,LEAD Center Category: Cultural & Identity/International RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
159706,Coloring for Conservation,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/coloringforconservation,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
91433,Colors of Theater ,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/colorsoftheater,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
385102,ColorStack at Berkeley,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/ColorStackatBerkeley,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
322279,Combat Robotics at Berkeley ,Yes,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/combatrobotics,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
219957,Comical,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/comical,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
323199,Comics Studio,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/comicsstudio,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
45929,Committee for Korea Studies,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/committeeforkoreastudies,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
46518,Common Cause of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/commoncause,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
115220,Common Sense Action at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/commonsenseactionatberkeley,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46658,Community College Success of Berkeley,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/communitycollegesuccessofberkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91825,Community Defense Project,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CommunityDefenseProject,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91994,Community for the Promotion of Animal Welfare,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/communityforthepromotionofanimalwelfare,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91945,Community Health & Wellness,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Communityhealthandwellness,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46317,Community Legal Outreach,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/tenantsrightsworkshop,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
63025,Community Projects,No,Inprogress,7,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CommunityProjects,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
158082,Community Restorative Justice,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/communityRJ,LEAD Center Category: Service RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91995,Community Spotlight,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/communityspotlight,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91840,Company,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/company,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
60651,Comparative Literature Publication Association (formerly known as Comparative Literature Undergraduate Journal/ Vagabond) ,No,Denied,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/clpa,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
91484,Comparative Literature Undergraduate Association (CLUA),No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/clua,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91485,Compass Fellows,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compassfellowship,LEAD Center Category: Graduate Student RSO,Jon Rey at jonrey@berkeley.edu
46318,"Compass Project, The",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compassprojectstudentalliance,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91759,Competitive Giddha of Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Competitive_Giddha_of_Berkeley,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
378428,Competitive Programming at Berkeley,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/CompetitiveProgrammingatBerkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91511,Compost Alliance at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compostalliance,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
91373,Computational Biology Graduate Student Association,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compbio,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
218800,Computational Materials at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/compmatsci,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91226,Computer Science for the Future,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/computerscienceforthefuture,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91254,Computer Science Graduate Entrepreneurs,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/csge,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46395,Computer Science Graduate Student Association,No,Not Started,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/csgsa,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
123064,Computer Science Mentors,Yes,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/csm,LEAD Center Category: Graduate Student RSO,Jon Rey at jonrey@berkeley.edu
45930,Computer Science Undergraduate Association,No,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/csua,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46099,Comunidad for Health Equity ,No,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/calche,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
91230,Concrete Canoe ,Yes,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/concretecanoe,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
157387,Confi,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/confiatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
302878,Connect at Cal - Need to change their name (remove Cal from the name),No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/connect-at-cal,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46519,Connect the Dots,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/connectthedots,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
132299,Connection: Christians in Business,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Connection,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
218811,Conscious and Responsible Engineering and Science,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/cares,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
361211,Conscious Living Club at Berkeley,No,Denied,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/consciousliving,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
82185,"Conscious Network, The",No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/TheConsciousNetwork,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
135422,Consciousness Collective at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ConsciousnessCollective,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91966,Consortium,No,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/consortium,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91402,Construction Competition Team,No,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/constructioncompetitionteam,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
83091,Consult Your Community (CYC) at Berkeley,No,Not Started,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/cyc,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
58322,Consulting Club at Berkeley,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ConsultingClubAtBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
304110,Consulting Regionally in Biotech at Berkeley ,No,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/CRIBB,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
